No.,식품명,제조사,조사년도,식품분류,식품군,식품코드,자료원,1회제공량,에너지(Kcal),단백질,지질,탄수화물,총당류,나트륨,콜레스테롤,총 포화 지방산,트랜스 지방산
5742,하이면 가쓰오우동,㈜에스피씨삼립,2019,가공식품,면류,P20385,식약처(가공식품)NFPF,231g,367,9,3,76,4,1610,0,0.9,0
5743,십장생감자수제비,㈜송학식품,2019,가공식품,면류,P20386,식약처(가공식품)NFPF,200g,480,8,0,111,0,470,0,0,0
5744,스파게티면,롯데푸드㈜평택공장,2019,가공식품,면류,P20387,식약처(가공식품)NFPF,220g,405,10,21,43,4,270,52,14,0.5
5745,밀당의 고수 매콤새콤 쫄면,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20388,식약처(가공식품)NFPF,227g,545,13.2,6.3,109,20.2,735.5,0,1.4,0
5746,사누끼 정통 냉동우동면Ⅰ,아워홈,2019,가공식품,면류,P20389,식약처(가공식품)NFPF,230g,335,8,3.5,68,0,660,0,0.8,0
5747,시원한 평양물냉면,㈜피피이씨음성생면,2019,가공식품,면류,P20390,식약처(가공식품)NFPF,445g,2580,10,1.8,95,18,2120,0,0,0
5748,면사랑 시코쿠사누끼우동면,㈜면사랑,2019,가공식품,면류,P20391,식약처(가공식품)NFPF,250g,360,9,2.3,76,5,380,0,0.5,0
5749,가쓰오 덴푸라우동,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20392,식약처(가공식품)NFPF,245g,446,9,10,80,7,1595,0,4.1,0
5750,홈냉면,㈜송학식품,2019,가공식품,면류,P20393,식약처(가공식품)NFPF,100g,270,9,8,46,0,210,0,1.7,0
5751,냉동쫄면,미농식품㈜,2019,가공식품,면류,P20394,식약처(가공식품)NFPF,200g,472,11,4,98,1.2,1180,0,0.2,0
5752,리얼볶음짬뽕,㈜이가자연면,2019,가공식품,면류,P20395,식약처(가공식품)NFPF,221.5g,425,11,5.1,83,8,1206,9,0.8,0
5753,미트 파스타,㈜피피이씨음성생면,2019,가공식품,면류,P20396,식약처(가공식품)NFPF,294.2g,385,15,11,58,12,620,5,2.7,0
5754,넝쿨칡냉면,농민식품,2019,가공식품,면류,P20397,식약처(가공식품)NFPF,200g,481,15,2,100,3,798,0,1,0
5755,송학냉면,㈜송학식품,2019,가공식품,면류,P20398,식약처(가공식품)NFPF,100g,240,7,0,53,1,320,0,0,0
5756,까르보나라 스파게티,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20399,식약처(가공식품)NFPF,300g,620,19.4,28.9,70.5,4,1278,95.4,17.3,0.9
5757,하이면 완도김우동,㈜에스피씨삼립,2019,가공식품,면류,P20400,식약처(가공식품)NFPF,229g,352,10,2.7,72,3,1600,0,0.5,0
5758,맛있는 사누끼우동면,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20401,식약처(가공식품)NFPF,230g,299,6,1.7,65,0.8,460,0,0.5,0
5759,송학쫄면,㈜송학식품,2019,가공식품,면류,P20402,식약처(가공식품)NFPF,100g,255,5,1,56,0,210,0,0.6,0
5760,농심가락냉동모밀면(업소용),농심,2019,가공식품,면류,P20403,식약처(가공식품)NFPF,250g,290,8,0,65,1,160,0,0,0
5761,쉐푸드 사천짜장,㈜이가자연면,2019,가공식품,면류,P20404,식약처(가공식품)NFPF,210g,325,11,5,60,10,720,3,2.2,0
5762,대림선 평양물냉면,㈜산돌식품,2019,가공식품,면류,P20405,식약처(가공식품)NFPF,485g,390,10,1.7,84,35,2700,0,0,0
5763,사누끼 정통 냉동중화면Ⅰ,아워홈,2019,가공식품,면류,P20406,식약처(가공식품)NFPF,230g,300,9,1.8,62,2,490,0,0,0
5764,사누끼 정통 냉동중화면,아워홈,2019,가공식품,면류,P20407,식약처(가공식품)NFPF,230g,300,9,1.8,62,2,490,0,0,0
5765,부드러운 볼로냐스파게티,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20408,식약처(가공식품)NFPF,313g,427,16,12.2,63.4,13.2,1246.2,20.6,4.8,0.3
5766,농심가락 냉동라면(업소용),농심,2019,가공식품,면류,P20409,식약처(가공식품)NFPF,220g,350,10,0,77,1,410,0,0,0
5767,싱거운밥상 향미암우동면,동성식품,2019,가공식품,면류,P20410,식약처(가공식품)NFPF,250g,404,7,2,90,0,243,0,0.5,0
5768,CJ얼큰우동 한그릇,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20411,식약처(가공식품)NFPF,221g,335,9,3.4,67,5,1740,0,1.2,0
5769,쉐푸드 상하이볶음면,㈜이가자연면,2019,가공식품,면류,P20412,식약처(가공식품)NFPF,200g,305,8,5,57,8,453,1,1.8,0
5770,대림선 우동사리,한일식품,2019,가공식품,면류,P20413,식약처(가공식품)NFPF,200g,280,7,2.2,58,0,200,0,0.6,0
5771,사누끼 정통 냉동칼국수면,아워홈,2019,가공식품,면류,P20414,식약처(가공식품)NFPF,230g,335,8,3.5,68,0,660,0,0.8,0
5772,본고장 얼큰유부 우동,한일식품,2019,가공식품,면류,P20415,식약처(가공식품)NFPF,234g,365,12,1.5,76,4,2110,0,0.5,0
5773,동원 면발의신 원조 생쫄면,농업회사법인㈜백제,2019,가공식품,면류,P20416,식약처(가공식품)NFPF,192.5g,475,10,3,103,17,1340,0,0.2,0
5774,돈코츠라멘용기,㈜피피이씨음성생면,2019,가공식품,면류,P20417,식약처(가공식품)NFPF,217.3g,420,13,9,73,9,2140,5,1.7,0.5
5775,프리미엄사누끼냉동우동면,아워홈,2019,가공식품,면류,P20418,식약처(가공식품)NFPF,230g,335,8,3.5,68,0,660,0,0.8,0
5776,전통냉면사리,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20419,식약처(가공식품)NFPF,150g,404,11,0.9,88,6,5.9,0,0.4,0
5777,함흥냉면,별가식품,2019,가공식품,면류,P20420,식약처(가공식품)NFPF,200g,476,19,1.7,96,0.9,681,0,0.5,0
5778,하이면 삿포로식 매콤우동,㈜에스피씨삼립,2019,가공식품,면류,P20421,식약처(가공식품)NFPF,234g,357,9,1,78,5,1820,0,0.4,0
5779,평화감자수제비,㈜평화식품,2019,가공식품,면류,P20422,식약처(가공식품)NFPF,100g,255,6.7,1.4,53.9,0,334.3,0,0.34,0.02
5780,평양식메밀냉면,농민식품,2019,가공식품,면류,P20423,식약처(가공식품)NFPF,200g,469,13,1,101,3,906,0,1,0
5781,푸른촌 감자수제비,미농식품㈜,2019,가공식품,면류,P20424,식약처(가공식품)NFPF,100g,222,6,1,47,1,360,0,1,0
5782,면사랑생쫄면사리,㈜면사랑,2019,가공식품,면류,P20425,식약처(가공식품)NFPF,200g,450,11,1.6,98,0,390,0,0,0
5783,비비고 진한교자칼국수,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20426,식약처(가공식품)NFPF,315g,498,13,10,89,7,2140,10,2,0
5784,독수리표삼호쫄기국수,삼호식품,2019,가공식품,면류,P20427,식약처(가공식품)NFPF,100g,358,11,1,76,6,1839,0,1,0
5785,메밀냉면,㈜교동식품 제2공장,2019,가공식품,면류,P20428,식약처(가공식품)NFPF,200g,480,13,0,107,1,1070,0,0,0
5786,함흥냉면,㈜강원농산,2019,가공식품,면류,P20429,식약처(가공식품)NFPF,200g,480,14,0,106,1,85,0,0,0
5787,크림파스타,㈜피피이씨음성생면,2019,가공식품,면류,P20430,식약처(가공식품)NFPF,331.2g,560,16,30,58,10,980,75,17,1
5788,튀김맛 우동,한일후드㈜,2019,가공식품,면류,P20431,식약처(가공식품)NFPF,211.5g,305,9,1,65,3,1500,0,0,0
5789,홈쫄면,㈜송학식품,2019,가공식품,면류,P20432,식약처(가공식품)NFPF,100g,255,5,1,56,0,210,0,0.6,0
5790,해든나라고급냉면,㈜합천식품,2019,가공식품,면류,P20433,식약처(가공식품)NFPF,200g,465,11,0,101,100.6,180,0,0.02,0
5791,해든나라칡냉면,㈜합천식품,2019,가공식품,면류,P20434,식약처(가공식품)NFPF,200g,470,12,0.5,105,104.4,250,0,0.02,0
5792,막국수,미식가식품,2019,가공식품,면류,P20435,식약처(가공식품)NFPF,100g,251,8,2,50,0.19,394,0,0,0
5793,까르보나라 파스타,㈜피피이씨음성생면,2019,가공식품,면류,P20436,식약처(가공식품)NFPF,230g,410,12,24,39,7,820,50,13,0.7
5794,감자수제비,농업회사법인 (유)효림원,2019,가공식품,면류,P20437,식약처(가공식품)NFPF,200g,389,10,2,83,2,489,0,0,0
5795,진짜장면,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20438,식약처(가공식품)NFPF,283g,553,15,13,94,12,1030,8,2.7,0
5796,1인중심 튀김생우동,한일식품,2019,가공식품,면류,P20439,식약처(가공식품)NFPF,243.3g,425,10,4.4,86,3,1450,0,1.9,0
5797,노브랜드우동사리1.15K,천일식품㈜홍성공장,2019,가공식품,면류,P20440,식약처(가공식품)NFPF,230g,295,9,0.9,62,0,370,0,0.7,0
5798,우리가족애 쌀로만든 면,㈜미정,2019,가공식품,면류,P20441,식약처(가공식품)NFPF,160g,390,11,0,91,3,850,0,0,0
5799,사누끼眞(진),㈜에스피씨삼립,2019,가공식품,면류,P20442,식약처(가공식품)NFPF,240g,285,6,0,65,0,250,0,0,0
5800,막국수맛면,㈜토담,2019,가공식품,면류,P20443,식약처(가공식품)NFPF,100g,226.4,6.7,0.2,49.4,0.3,455,0,0,0
5801,전철우 고향랭면(평양),㈜면사랑,2019,가공식품,면류,P20444,식약처(가공식품)NFPF,150g,350,10,2.6,72,1,390,0,0.7,0
5802,면사랑 평양물냉면,㈜면사랑,2019,가공식품,면류,P20445,식약처(가공식품)NFPF,458g,485,11,5,104,12,1330,0,1.1,0
5803,농심가락 칼국수(업소용),농심,2019,가공식품,면류,P20446,식약처(가공식품)NFPF,250g,380,8,0,86,2,400,0,0,0
5804,종가집 동치미물냉면,㈜이가자연면,2019,가공식품,면류,P20447,식약처(가공식품)NFPF,455g,432,12,2,91,10,1740,0,0.5,0
5805,싱거운밥상 쫄면,동성식품,2019,가공식품,면류,P20448,식약처(가공식품)NFPF,200g,495,15,0.1,109,3,152,0,0.04,0
5806,쌀국수비빔면(철판볶음면),㈜미정,2019,가공식품,면류,P20449,식약처(가공식품)NFPF,159g,420,6,4.1,90,10,925,1,1.3,0
5807,군납쫄면,동성식품,2019,가공식품,면류,P20450,식약처(가공식품)NFPF,200g,496,15,0.04,110,0,746,0,0.04,0
5808,쉐프원 중화면,㈜두영종합식품,2019,가공식품,면류,P20451,식약처(가공식품)NFPF,230g,375,5,3.2,81,1,540,0,0.7,0
5809,동치미물냉면,㈜피피이씨음성생면,2019,가공식품,면류,P20452,식약처(가공식품)NFPF,425g,435,11,1.7,95,16,1620,0,0,0
5810,1인중심 가쓰오생우동,한일식품,2019,가공식품,면류,P20453,식약처(가공식품)NFPF,243g,425,10,4.4,86,3,1450,0,1.9,0
5811,감자수제비,㈜송학식품,2019,가공식품,면류,P20454,식약처(가공식품)NFPF,500g,1285,32,12,263,16,1170,0,4.5,0
5812,본고장스파게티면,한일식품,2019,가공식품,면류,P20455,식약처(가공식품)NFPF,180g,295,10,2.7,58,0,420,0,0.4,0
5813,제일제면소 냉동우동면,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20456,식약처(가공식품)NFPF,280g,390,8,1.5,86,2,1010,0,0.8,0
5814,칠갑냉면사리,칠갑농산㈜,2019,가공식품,면류,P20457,식약처(가공식품)NFPF,100g,237,6.9,1.6,49,0.8,205,0,0.2,0
5815,뽕잎냉면,미식가식품,2019,가공식품,면류,P20458,식약처(가공식품)NFPF,100g,258,8,2,52,0.39,414,0,0,0
5816,순년이 함흥냉면,강원식품,2019,가공식품,면류,P20459,식약처(가공식품)NFPF,200g,480,12,2,104,0,380,0,1.2,0
5817,평양냉면,㈜강원농산,2019,가공식품,면류,P20460,식약처(가공식품)NFPF,200g,475,15,0,104,0,360,0,0,0
5818,싱거운밥상 냉동칼국수,동성식품,2019,가공식품,면류,P20461,식약처(가공식품)NFPF,230g,372,6,1.8,83,0,223,0,0.4,0
5819,사누끼 쫄면,아워홈,2019,가공식품,면류,P20462,식약처(가공식품)NFPF,100g,250,7,1,53,1,720,0,0.2,0
5820,미인면(김치말이육수),㈜아워홈 음성공장,2019,가공식품,면류,P20463,식약처(가공식품)NFPF,353g,75,1,0.7,16,9,800,0,0,0
5821,면발이살아있는칡냉면1k,칠갑농산㈜,2019,가공식품,면류,P20464,식약처(가공식품)NFPF,100g,255,7,1.6,53,1,120,0,0.6,0
5822,싱거운밥상 정통사누끼우동 250,동성식품,2019,가공식품,면류,P20465,식약처(가공식품)NFPF,250g,404,7,2,90,0,243,0,0.5,0
5823,맛있는 평양냉면,㈜토담,2019,가공식품,면류,P20466,식약처(가공식품)NFPF,100g,235,6,0.3,52,1,340,0,0,0
5824,후레시스쫄면,동성식품,2019,가공식품,면류,P20467,식약처(가공식품)NFPF,200g,498,12.4,0.92,112.56,0,658.44,0,0,0
5825,아소미칡냉면2k,칠갑농산㈜,2019,가공식품,면류,P20468,식약처(가공식품)NFPF,200g,477,14,2.2,100,0,1274,0,0.2,0
5826,해든나라막국수,㈜합천식품,2019,가공식품,면류,P20469,식약처(가공식품)NFPF,200g,469.2,13.6,1.4,102.2,1.1,690.8,0,0.2,0
5827,한식우동,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20470,식약처(가공식품)NFPF,221g,322,10,2.9,64,6,1670,0,1.8,0
5828,미인면(동치미육수),㈜아워홈 음성공장,2019,가공식품,면류,P20471,식약처(가공식품)NFPF,353g,75,1,0.7,16,9,800,0,0,0
5829,옛날중국집 간짜장 곱빼기,동성식품,2019,가공식품,면류,P20472,식약처(가공식품)NFPF,100g,136.59,3.12,2.43,25.56,2.19,284.92,1.33,0.82,0
5830,생생칡냉면,㈜평화식품,2019,가공식품,면류,P20473,식약처(가공식품)NFPF,100g,252.5,2.6,0.9,58.5,0.2,178.3,0,0.29,0
5831,실속 가쓰오우동,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20474,식약처(가공식품)NFPF,223g,354,10,3.3,71,9,1910,0,1.1,0
5832,우동사리,한일후드㈜,2019,가공식품,면류,P20475,식약처(가공식품)NFPF,200g,265,9,0,57,0,190,0,0,0
5833,가락우동,㈜에스피씨삼립,2019,가공식품,면류,P20476,식약처(가공식품)NFPF,232g,351,8,2.5,74,6,1850,0,0.3,0
5834,하우촌 오장동 냉면,㈜교동식품 제2공장,2019,가공식품,면류,P20477,식약처(가공식품)NFPF,180g,420,13,0,92,1,800,0,0,0
5835,자연애벗 쫄깃한 칼국수면,㈜에스피씨삼립,2019,가공식품,면류,P20478,식약처(가공식품)NFPF,230g,350,13,0.7,73,2,480,0,0,0
5836,생냉면,㈜피피이씨음성생면,2019,가공식품,면류,P20479,식약처(가공식품)NFPF,150g,360,9,1.7,78,3,170,0,0,0
5837,해든나라 비빔냉면,㈜합천식품,2019,가공식품,면류,P20480,식약처(가공식품)NFPF,200g,469.2,13,1.2,101.6,3.4,488.4,0,0.2,0
5838,보리쫄면 수출용,㈜피피이씨음성생면,2019,가공식품,면류,P20481,식약처(가공식품)NFPF,218.5g,1000,14,2,108,23,1170,0,0,0
5839,면사랑 생우동사리,㈜면사랑,2019,가공식품,면류,P20482,식약처(가공식품)NFPF,200g,270,6,2.5,56,2,690,0,1.2,0
5840,해든나라밀면,㈜합천식품,2019,가공식품,면류,P20483,식약처(가공식품)NFPF,200g,485,12,0,108,107,208,0,0,0
5841,쫄면,㈜산돌식품,2019,가공식품,면류,P20484,식약처(가공식품)NFPF,100g,235,5,0,53,0,670,0,0,0
5842,흑메밀냉면1K,칠갑농산㈜,2019,가공식품,면류,P20485,식약처(가공식품)NFPF,200g,495,14,3.5,101,6,15,5,1.4,0
5843,칠리토마토 스파게티,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20486,식약처(가공식품)NFPF,320g,451,16,11,72,10,1540,0,3.2,0
5844,볶아서 맛있는 갈릭데리야끼우동,㈜피피이씨음성생면,2019,가공식품,면류,P20487,식약처(가공식품)NFPF,222.5g,435,8,11,78,12,890,0,1.6,0
5845,나폴리 스파게티,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20488,식약처(가공식품)NFPF,302g,410,16,6,73,8,1370,4.7,2.7,0.1
5846,정면승부 스윗토마토 스파게티,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20489,식약처(가공식품)NFPF,264g,428,15.7,9.6,69.7,7.5,1082.4,16.1,3.9,0.2
5847,사누끼 냉면,아워홈,2019,가공식품,면류,P20490,식약처(가공식품)NFPF,100g,260,8,1.1,54,1,500,10,0.3,0
5848,맛있는 감자수제비,동성식품,2019,가공식품,면류,P20491,식약처(가공식품)NFPF,200g,490,10,0,110,4,440,0.4,2,0.7
5849,CJ매콤시원한 동치미물냉면,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20492,식약처(가공식품)NFPF,429g,425,9,1.5,94,28,1870,0,0.5,0
5850,감자수제비,칠갑농산㈜,2019,가공식품,면류,P20493,식약처(가공식품)NFPF,100g,255,7.3,0.9,55,2.2,1004,0.6,0.2,0
5851,함흥냉면,㈜평화식품,2019,가공식품,면류,P20494,식약처(가공식품)NFPF,100g,249,6.8,0.7,53.9,0.2,28.3,0,0.36,0
5852,비비고 얼큰버섯칼국수,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20495,식약처(가공식품)NFPF,296g,507,13,11,89,5,2070,7,2.5,0.1
5853,가쓰오 와카메우동,씨제이제일제당㈜ 남원공장,2019,가공식품,면류,P20496,식약처(가공식품)NFPF,248g,463,11,11,80,8,1723,2.2,4.5,0
5854,가쓰오메밀생면,㈜미정,2019,가공식품,면류,P23445,식약처(가공식품)NFPF,284g,495,18,2.7,100,16,1970,0,0.8,0
5855,백미쫄면,백미식품,2019,가공식품,면류,P23446,식약처(가공식품)NFPF,100g,267.3,7.3,0.6,53.59,0.35,326.42,0,0.42,0
5856,생중화면,㈜면사랑,2019,가공식품,면류,P23447,식약처(가공식품)NFPF,167g,460,12,3.8,95,4,1440,0,0.8,0
5857,복조리생칼국수1k,칠갑농산㈜,2019,가공식품,면류,P23448,식약처(가공식품)NFPF,166g,465,13,3.7,96,0.7,640,0,1,0
5858,직화짜장면 수출용,㈜피피이씨음성생면,2019,가공식품,면류,P23449,식약처(가공식품)NFPF,330g,1240,23,14,99,13,1160,5,2.5,0
5859,생메밀국수1k,칠갑농산㈜,2019,가공식품,면류,P23450,식약처(가공식품)NFPF,166g,470,12,1.3,103,3.5,660,0,0.1,0
5860,메밀국수1호,㈜진성종합식품,2019,가공식품,면류,P23451,식약처(가공식품)NFPF,100g,275,7,0.7,60,3,307,0,0.2,0
5861,평화생생메밀국수,㈜평화식품,2019,가공식품,면류,P23452,식약처(가공식품)NFPF,100g,273,7.1,0.7,59.6,0,1073.5,0,0.36,0
5862,생생칼국수,㈜평화식품,2019,가공식품,면류,P23453,식약처(가공식품)NFPF,100g,289,6.3,1.2,63.2,0,726.8,0,0.42,0
5863,생칼국수,㈜면사랑,2019,가공식품,면류,P23454,식약처(가공식품)NFPF,167g,465,13,2.8,97,4,1070,0,0.9,0
5864,면사랑 생칼국수,㈜면사랑,2019,가공식품,면류,P23455,식약처(가공식품)NFPF,150g,410,10,1.3,92,3,660,0,0,0
5865,평양냉면,백미식품,2019,가공식품,면류,P23456,식약처(가공식품)NFPF,100g,249.6,8.2,0.5,53.07,0.31,289.33,0,0.3,0
5866,생우동,㈜영일식품,2019,가공식품,면류,P23457,식약처(가공식품)NFPF,250g,725,20,2.5,156,2.5,790,0,1.1,0
5867,맛찬들감자수제비,㈜맛찬들백미식품,2019,가공식품,면류,P23458,식약처(가공식품)NFPF,100g,267.3,7.2,2.9,53.1,0.84,303.16,0,0,3
5868,칠갑칼국수(전문점용)1k,칠갑농산㈜,2019,가공식품,면류,P23459,식약처(가공식품)NFPF,100g,280,6,1.4,60,3,500,0,0.5,0
5869,생칼국수,초록바구니,2019,가공식품,면류,P23460,식약처(가공식품)NFPF,100g,285,6.6,1,62,2,210,0,0,0
5870,생소면,㈜면사랑,2019,가공식품,면류,P23461,식약처(가공식품)NFPF,167g,470,11,6,93,3,1570,0,0.8,0
5871,생칼국수,㈜미정,2019,가공식품,면류,P23462,식약처(가공식품)NFPF,300g,780,18,3.1,170,8,2360,0,1.1,0
5872,생칼국수1호,㈜진성종합식품,2019,가공식품,면류,P23463,식약처(가공식품)NFPF,100g,284,7,0.7,63,1,370,0,0.3,0
5873,면사랑 생메밀면 전문점용,㈜면사랑,2019,가공식품,면류,P23464,식약처(가공식품)NFPF,167g,470,13,2.5,99,16,630,0,0.7,0
5874,生칼국수(신칼국수)1k,칠갑농산㈜,2019,가공식품,면류,P23465,식약처(가공식품)NFPF,100g,274,6.6,1.3,59,0.4,712,1.1,0.3,0
5875,생칼국수,대판식품,2019,가공식품,면류,P23466,식약처(가공식품)NFPF,100g,278,7,1,60,1,489,0,0,0
5876,미정당 수타식 생칼국수,㈜미정,2019,가공식품,면류,P23467,식약처(가공식품)NFPF,1000g,2590,54,12,568,24,7100,0,4,0
5877,감자생칼국수800,칠갑농산㈜,2019,가공식품,면류,P23468,식약처(가공식품)NFPF,100g,278,6.7,0.5,62,0,662,0,0.2,0
5878,전통칼국수,㈜피피이씨음성생면,2019,가공식품,면류,P23469,식약처(가공식품)NFPF,1000g,2700,71,8,590,52,4160,0,1,0
5879,미소야 생메밀면,동성식품,2019,가공식품,면류,P23470,식약처(가공식품)NFPF,190g,520,17,2.1,108,4.6,1011,0,0.6,0
5880,북경직화짜장면,㈜피피이씨음성생면,2019,가공식품,면류,P23471,식약처(가공식품)NFPF,330g,1220,18,13,106,21,1570,0,3,0
